EN,EN_without_numbers,,FR_without_numbers,numbers,FR
5694-64029-0008 MY GUN WAS AT MY FEET AND ONE STEP WOULD GET IT,MY GUN WAS AT MY FEET AND ONE STEP WOULD GET IT,,Mon arme était à mes pieds et une étape l'attraperait,5694-64029-0008 ,5694-64029-0008 Mon arme était à mes pieds et une étape l'attraperait
5694-64029-0009 I MADE A QUICK GLANCE OVER MY SHOULDER AND GRABBED AT MY GUN,I MADE A QUICK GLANCE OVER MY SHOULDER AND GRABBED AT MY GUN,,J'ai jeté un coup d'œil rapide sur mon épaule et j'ai attrapé mon arme,5694-64029-0009 ,5694-64029-0009 J'ai jeté un coup d'œil rapide sur mon épaule et j'ai attrapé mon arme
5694-64029-0010 HE DIVINED MY MOTIVE AND FIRED THE BALL MISSED ITS AIM,HE DIVINED MY MOTIVE AND FIRED THE BALL MISSED ITS AIM,,Il a divisé mon motif et a tiré le ballon a raté son objectif,5694-64029-0010 ,5694-64029-0010 Il a divisé mon motif et a tiré le ballon a raté son objectif
5694-64029-0011 I THINK WE MUST HAVE KILLED A GOOD MANY IN THE OLD FIELD BECAUSE WE WERE FIRING ALL THE TIME AT THE SOLID LINE AS THEY ADVANCED UPON US,I THINK WE MUST HAVE KILLED A GOOD MANY IN THE OLD FIELD BECAUSE WE WERE FIRING ALL THE TIME AT THE SOLID LINE AS THEY ADVANCED UPON US,,Je pense que nous avons dû en tuer beaucoup dans l'ancien domaine parce que nous tirions tout le temps sur la ligne continue alors qu'ils avançaient sur nous,5694-64029-0011 ,5694-64029-0011 Je pense que nous avons dû en tuer beaucoup dans l'ancien domaine parce que nous tirions tout le temps sur la ligne continue alors qu'ils avançaient sur nous
5694-64029-0012 WE KEPT FALLING BACK AND FIRING ALL DAY AND WERE RELIEVED BY ANOTHER REGIMENT ABOUT DARK WE REJOINED OUR REGIMENT,WE KEPT FALLING BACK AND FIRING ALL DAY AND WERE RELIEVED BY ANOTHER REGIMENT ABOUT DARK WE REJOINED OUR REGIMENT,,"Nous avons continué à retomber et à tirer toute la journée et nous avons été soulagés par un autre régiment sur Dark, nous avons rejoint notre régiment",5694-64029-0012 ,"5694-64029-0012 Nous avons continué à retomber et à tirer toute la journée et nous avons été soulagés par un autre régiment sur Dark, nous avons rejoint notre régiment"
5694-64029-0013 LINE OF BATTLE WAS FORMED ON THE NORTH BANK OF STONE'S RIVER ON THE YANKEE SIDE,LINE OF BATTLE WAS FORMED ON THE NORTH BANK OF STONE'S RIVER ON THE YANKEE SIDE,,Une ligne de bataille a été formée sur la rive nord de la rivière de Stone du côté yankee,5694-64029-0013 ,5694-64029-0013 Une ligne de bataille a été formée sur la rive nord de la rivière de Stone du côté yankee
5694-64029-0014 BAD GENERALSHIP I THOUGHT IT WAS CHRISTMAS,BAD GENERALSHIP I THOUGHT IT WAS CHRISTMAS,,"Mauvais général, je pensais que c'était Noël",5694-64029-0014 ,"5694-64029-0014 Mauvais général, je pensais que c'était Noël"
5694-64029-0015 THE PRIVATE COULD BUT HE WAS NO GENERAL YOU SEE,THE PRIVATE COULD BUT HE WAS NO GENERAL YOU SEE,,Le privé pouvait mais il n'était pas général que vous voyez,5694-64029-0015 ,5694-64029-0015 Le privé pouvait mais il n'était pas général que vous voyez
5694-64029-0016 I CALLED LIEUTENANT COLONEL FRIERSON'S ATTENTION TO THE YANKEES AND HE REMARKED WELL I DON'T KNOW WHETHER THEY ARE YANKEES OR NOT BUT IF THEY ARE THEY WILL COME OUT OF THERE MIGHTY QUICK,I CALLED LIEUTENANT COLONEL FRIERSON'S ATTENTION TO THE YANKEES AND HE REMARKED WELL I DON'T KNOW WHETHER THEY ARE YANKEES OR NOT BUT IF THEY ARE THEY WILL COME OUT OF THERE MIGHTY QUICK,,"J'ai appelé l'attention du lieutenant-colonel Frierson sur les Yankees et il a remarqué bien, je ne sais pas s'ils sont des Yankees ou non, mais s'ils le sont, ils sortiront de là-bas rapidement",5694-64029-0016 ,"5694-64029-0016 J'ai appelé l'attention du lieutenant-colonel Frierson sur les Yankees et il a remarqué bien, je ne sais pas s'ils sont des Yankees ou non, mais s'ils le sont, ils sortiront de là-bas rapidement"
5694-64029-0017 THE YANKEES MARCHED OVER THE HILL OUT OF SIGHT,THE YANKEES MARCHED OVER THE HILL OUT OF SIGHT,,Les Yankees ont marché sur la colline hors de vue,5694-64029-0017 ,5694-64029-0017 Les Yankees ont marché sur la colline hors de vue
5694-64029-0018 WE WERE ORDERED FORWARD TO THE ATTACK,WE WERE ORDERED FORWARD TO THE ATTACK,,Nous avons été ordonnés à l'attaque,5694-64029-0018 ,5694-64029-0018 Nous avons été ordonnés à l'attaque
5694-64029-0019 WE WERE RIGHT UPON THE YANKEE LINE ON THE WILKERSON TURNPIKE,WE WERE RIGHT UPON THE YANKEE LINE ON THE WILKERSON TURNPIKE,,Nous avions raison sur la ligne des Yankee sur le Wilkerson Turnpike,5694-64029-0019 ,5694-64029-0019 Nous avions raison sur la ligne des Yankee sur le Wilkerson Turnpike
5694-64029-0020 WE WERE NOT TWENTY YARDS OFF FROM THE YANKEES AND THEY WERE POURING THE HOT SHOT AND SHELLS RIGHT INTO OUR RANKS AND EVERY MAN WAS YELLING AT THE TOP OF HIS VOICE CEASE FIRING YOU ARE FIRING ON YOUR OWN MEN CEASE FIRING YOU ARE FIRING ON YOUR OWN MEN,WE WERE NOT TWENTY YARDS OFF FROM THE YANKEES AND THEY WERE POURING THE HOT SHOT AND SHELLS RIGHT INTO OUR RANKS AND EVERY MAN WAS YELLING AT THE TOP OF HIS VOICE CEASE FIRING YOU ARE FIRING ON YOUR OWN MEN CEASE FIRING YOU ARE FIRING ON YOUR OWN MEN,,Nous n'étions pas à vingt mètres des Yankees et ils déversaient le coup chaud et les coquilles dans nos rangs et chaque homme criait au sommet de sa voix cesse de tirer HOMMES,5694-64029-0020 ,5694-64029-0020 Nous n'étions pas à vingt mètres des Yankees et ils déversaient le coup chaud et les coquilles dans nos rangs et chaque homme criait au sommet de sa voix cesse de tirer HOMMES
5694-64029-0021 OAKLEY COLOR BEARER OF THE FOURTH TENNESSEE REGIMENT RAN RIGHT UP IN THE MIDST OF THE YANKEE LINE WITH HIS COLORS BEGGING HIS MEN TO FOLLOW,OAKLEY COLOR BEARER OF THE FOURTH TENNESSEE REGIMENT RAN RIGHT UP IN THE MIDST OF THE YANKEE LINE WITH HIS COLORS BEGGING HIS MEN TO FOLLOW,,"Oakley Color, porteur du quatrième régiment du Tennessee a couru au milieu de la ligne des Yankee avec ses couleurs suppliant ses hommes à suivre",5694-64029-0021 ,"5694-64029-0021 Oakley Color, porteur du quatrième régiment du Tennessee a couru au milieu de la ligne des Yankee avec ses couleurs suppliant ses hommes à suivre"
5694-64029-0022 THE LEADEN HAIL STORM SWEPT THEM OFF THE FIELD THEY FELL BACK AND RE FORMED,THE LEADEN HAIL STORM SWEPT THEM OFF THE FIELD THEY FELL BACK AND RE FORMED,,"La tempête de grêle en plomb les a balayés hors du terrain, ils se sont retombés et se forment",5694-64029-0022 ,"5694-64029-0022 La tempête de grêle en plomb les a balayés hors du terrain, ils se sont retombés et se forment"
5694-64029-0023 WE WERE AT THAT TIME AT LEAST A HUNDRED YARDS IN ADVANCE OF THE BRIGADE CHEATHAM ALL THE TIME CALLING UPON THE MEN TO COME ON,WE WERE AT THAT TIME AT LEAST A HUNDRED YARDS IN ADVANCE OF THE BRIGADE CHEATHAM ALL THE TIME CALLING UPON THE MEN TO COME ON,,Nous étions à ce moment-là au moins une centaine de mètres au cours de la brigade Cheatham tout le temps appelant les hommes à venir,5694-64029-0023 ,5694-64029-0023 Nous étions à ce moment-là au moins une centaine de mètres au cours de la brigade Cheatham tout le temps appelant les hommes à venir
5694-64029-0024 I SAW AND FELT THAT HE WAS NOT FIGHTING FOR GLORY BUT THAT HE WAS FIGHTING FOR HIS COUNTRY BECAUSE HE LOVED THAT COUNTRY AND HE WAS WILLING TO GIVE HIS LIFE FOR HIS COUNTRY AND THE SUCCESS OF OUR CAUSE,I SAW AND FELT THAT HE WAS NOT FIGHTING FOR GLORY BUT THAT HE WAS FIGHTING FOR HIS COUNTRY BECAUSE HE LOVED THAT COUNTRY AND HE WAS WILLING TO GIVE HIS LIFE FOR HIS COUNTRY AND THE SUCCESS OF OUR CAUSE,,J'ai vu et senti qu'il ne se battait pas pour la gloire mais qu'il se battait pour son pays parce qu'il aimait ce pays et qu'il était prêt à donner sa vie pour son pays et le succès de notre cause,5694-64029-0024 ,5694-64029-0024 J'ai vu et senti qu'il ne se battait pas pour la gloire mais qu'il se battait pour son pays parce qu'il aimait ce pays et qu'il était prêt à donner sa vie pour son pays et le succès de notre cause
5694-64029-0025 I THOUGHT IT HAD BEEN TORN FROM MY SHOULDER,I THOUGHT IT HAD BEEN TORN FROM MY SHOULDER,,Je pensais qu'il avait été déchiré par mon épaule,5694-64029-0025 ,5694-64029-0025 Je pensais qu'il avait été déchiré par mon épaule
5694-64029-0026 AS I WENT BACK TO THE FIELD HOSPITAL I OVERTOOK ANOTHER MAN WALKING ALONG,AS I WENT BACK TO THE FIELD HOSPITAL I OVERTOOK ANOTHER MAN WALKING ALONG,,"Alors que je retournais à l'hôpital de campagne, j'ai dépassé un autre homme marchant",5694-64029-0026 ,"5694-64029-0026 Alors que je retournais à l'hôpital de campagne, j'ai dépassé un autre homme marchant"
5694-64029-0027 I LOOKED AT IT PRETTY CLOSE AND I SAID GREAT GOD,I LOOKED AT IT PRETTY CLOSE AND I SAID GREAT GOD,,Je l'ai regardé assez près et j'ai dit grand Dieu,5694-64029-0027 ,5694-64029-0027 Je l'ai regardé assez près et j'ai dit grand Dieu
5694-64029-0028 HE WAS WALKING ALONG WHEN ALL AT ONCE HE DROPPED DOWN AND DIED WITHOUT A STRUGGLE OR A GROAN,HE WAS WALKING ALONG WHEN ALL AT ONCE HE DROPPED DOWN AND DIED WITHOUT A STRUGGLE OR A GROAN,,Il marchait quand tout à coup il est tombé et est mort sans lutte ou gémissement,5694-64029-0028 ,5694-64029-0028 Il marchait quand tout à coup il est tombé et est mort sans lutte ou gémissement
5694-64029-0029 BUT I COULD NOT BEAR THE THOUGHT OF WEARING DEAD MEN'S SHOES,BUT I COULD NOT BEAR THE THOUGHT OF WEARING DEAD MEN'S SHOES,,Mais je ne pouvais pas supporter l'idée de porter des chaussures pour hommes morts,5694-64029-0029 ,5694-64029-0029 Mais je ne pouvais pas supporter l'idée de porter des chaussures pour hommes morts
5694-64029-0030 HE WAS STONE DEAD BUT I DROPPED THAT FOOT QUICK,HE WAS STONE DEAD BUT I DROPPED THAT FOOT QUICK,,Il était mort en pierre mais j'ai laissé tomber ce pied rapidement,5694-64029-0030 ,5694-64029-0030 Il était mort en pierre mais j'ai laissé tomber ce pied rapidement
5694-64029-0031 BEFORE WE ARRIVED AT THE HOUSE WE SAW A BODY OF YANKEES APPROACHING AND AS WE STARTED TO RUN BACK THEY FIRED UPON US,BEFORE WE ARRIVED AT THE HOUSE WE SAW A BODY OF YANKEES APPROACHING AND AS WE STARTED TO RUN BACK THEY FIRED UPON US,,"Avant notre arrivée à la maison, nous avons vu un corps de Yankees s'approcher et alors que nous commencions à courir, ils ont tiré sur nous",5694-64029-0031 ,"5694-64029-0031 Avant notre arrivée à la maison, nous avons vu un corps de Yankees s'approcher et alors que nous commencions à courir, ils ont tiré sur nous"
5694-64029-0032 OUR PICKETS HAD RUN IN AND REPORTED A NIGHT ATTACK,OUR PICKETS HAD RUN IN AND REPORTED A NIGHT ATTACK,,Nos piquets avaient couru et ont signalé une attaque nocturne,5694-64029-0032 ,5694-64029-0032 Nos piquets avaient couru et ont signalé une attaque nocturne
1462-170145-0000 ON THE LAST SATURDAY IN APRIL THE NEW YORK TIMES PUBLISHED AN ACCOUNT OF THE STRIKE COMPLICATIONS WHICH WERE DELAYING ALEXANDER'S NEW JERSEY BRIDGE AND STATED THAT THE ENGINEER HIMSELF WAS IN TOWN AND AT HIS OFFICE ON WEST TENTH STREET,ON THE LAST SATURDAY IN APRIL THE NEW YORK TIMES PUBLISHED AN ACCOUNT OF THE STRIKE COMPLICATIONS WHICH WERE DELAYING ALEXANDER'S NEW JERSEY BRIDGE AND STATED THAT THE ENGINEER HIMSELF WAS IN TOWN AND AT HIS OFFICE ON WEST TENTH STREET,,"Le dernier samedi en avril, le New York Times a publié un compte rendu des complications de grève qui retardaient le pont du New Jersey d'Alexandre et ont déclaré que l'ingénieur lui-même était en ville et dans son bureau sur West Tenth Street",1462-170145-0000 ,"1462-170145-0000 Le dernier samedi en avril, le New York Times a publié un compte rendu des complications de grève qui retardaient le pont du New Jersey d'Alexandre et ont déclaré que l'ingénieur lui-même était en ville et dans son bureau sur West Tenth Street"
1462-170145-0001 OVER THE FIREPLACE THERE WAS A LARGE OLD FASHIONED GILT MIRROR,OVER THE FIREPLACE THERE WAS A LARGE OLD FASHIONED GILT MIRROR,,"Sur la cheminée, il y avait un grand miroir doré à l'ancienne",1462-170145-0001 ,"1462-170145-0001 Sur la cheminée, il y avait un grand miroir doré à l'ancienne"
1462-170145-0002 HE ROSE AND CROSSED THE ROOM QUICKLY,HE ROSE AND CROSSED THE ROOM QUICKLY,,Il s'est levé et a traversé la pièce rapidement,1462-170145-0002 ,1462-170145-0002 Il s'est levé et a traversé la pièce rapidement
1462-170145-0003 OF COURSE I KNOW BARTLEY SHE SAID AT LAST THAT AFTER THIS YOU WON'T OWE ME THE LEAST CONSIDERATION BUT WE SAIL ON TUESDAY,OF COURSE I KNOW BARTLEY SHE SAID AT LAST THAT AFTER THIS YOU WON'T OWE ME THE LEAST CONSIDERATION BUT WE SAIL ON TUESDAY,,"Bien sûr, je connais Bartley, elle a enfin dit qu'après cela, tu ne me dois pas la moindre considération mais nous naviguons mardi",1462-170145-0003 ,"1462-170145-0003 Bien sûr, je connais Bartley, elle a enfin dit qu'après cela, tu ne me dois pas la moindre considération mais nous naviguons mardi"
1462-170145-0004 I SAW THAT INTERVIEW IN THE PAPER YESTERDAY TELLING WHERE YOU WERE AND I THOUGHT I HAD TO SEE YOU THAT'S ALL GOOD NIGHT I'M GOING NOW,I SAW THAT INTERVIEW IN THE PAPER YESTERDAY TELLING WHERE YOU WERE AND I THOUGHT I HAD TO SEE YOU THAT'S ALL GOOD NIGHT I'M GOING NOW,,"J'ai vu cette interview dans le journal hier en disant où tu étais et je pensais que je devais te voir, c'est toute bonne nuit je vais maintenant",1462-170145-0004 ,"1462-170145-0004 J'ai vu cette interview dans le journal hier en disant où tu étais et je pensais que je devais te voir, c'est toute bonne nuit je vais maintenant"
1462-170145-0005 LET ME TAKE OFF YOUR COAT AND YOUR BOOTS THEY'RE OOZING WATER,LET ME TAKE OFF YOUR COAT AND YOUR BOOTS THEY'RE OOZING WATER,,"Laissez-moi enlever votre manteau et vos bottes, ils suintaient de l'eau",1462-170145-0005 ,"1462-170145-0005 Laissez-moi enlever votre manteau et vos bottes, ils suintaient de l'eau"
1462-170145-0006 IF YOU'D SENT ME A NOTE OR TELEPHONED ME OR ANYTHING,IF YOU'D SENT ME A NOTE OR TELEPHONED ME OR ANYTHING,,Si tu m'as envoyé une note ou tu m'as téléphoné ou quoi que ce soit,1462-170145-0006 ,1462-170145-0006 Si tu m'as envoyé une note ou tu m'as téléphoné ou quoi que ce soit
1462-170145-0007 I TOLD MYSELF THAT IF I WERE REALLY THINKING OF YOU AND NOT OF MYSELF A LETTER WOULD BE BETTER THAN NOTHING,I TOLD MYSELF THAT IF I WERE REALLY THINKING OF YOU AND NOT OF MYSELF A LETTER WOULD BE BETTER THAN NOTHING,,"Je me suis dit que si je pensais vraiment à toi et non de moi, une lettre serait meilleure que rien",1462-170145-0007 ,"1462-170145-0007 Je me suis dit que si je pensais vraiment à toi et non de moi, une lettre serait meilleure que rien"
1462-170145-0008 HE PAUSED THEY NEVER DID TO ME,HE PAUSED THEY NEVER DID TO ME,,"Il a fait une pause, ils ne m'ont jamais fait",1462-170145-0008 ,"1462-170145-0008 Il a fait une pause, ils ne m'ont jamais fait"
1462-170145-0009 OH BARTLEY DID YOU WRITE TO ME,OH BARTLEY DID YOU WRITE TO ME,,Oh bartley tu m'as écrit,1462-170145-0009 ,1462-170145-0009 Oh bartley tu m'as écrit
1462-170145-0010 ALEXANDER SLIPPED HIS ARM ABOUT HER,ALEXANDER SLIPPED HIS ARM ABOUT HER,,Alexander a glissé son bras sur elle,1462-170145-0010 ,1462-170145-0010 Alexander a glissé son bras sur elle
1462-170145-0011 I THINK I HAVE FELT THAT YOU WERE COMING,I THINK I HAVE FELT THAT YOU WERE COMING,,Je pense que j'ai senti que tu venais,1462-170145-0011 ,1462-170145-0011 Je pense que j'ai senti que tu venais
1462-170145-0012 HE BENT HIS FACE OVER HER HAIR,HE BENT HIS FACE OVER HER HAIR,,Il a penché son visage sur ses cheveux,1462-170145-0012 ,1462-170145-0012 Il a penché son visage sur ses cheveux
1462-170145-0013 AND I SHE WHISPERED I FELT THAT YOU WERE FEELING THAT,AND I SHE WHISPERED I FELT THAT YOU WERE FEELING THAT,,"Et moi, murmura-t-il, je sentais que tu ressentais ça",1462-170145-0013 ,"1462-170145-0013 Et moi, murmura-t-il, je sentais que tu ressentais ça"
1462-170145-0014 BUT WHEN I CAME I THOUGHT I HAD BEEN MISTAKEN,BUT WHEN I CAME I THOUGHT I HAD BEEN MISTAKEN,,"Mais quand je suis venu, je pensais que je me suis trompé",1462-170145-0014 ,"1462-170145-0014 Mais quand je suis venu, je pensais que je me suis trompé"
1462-170145-0015 I'VE BEEN UP IN CANADA WITH MY BRIDGE AND I ARRANGED NOT TO COME TO NEW YORK UNTIL AFTER YOU HAD GONE,I'VE BEEN UP IN CANADA WITH MY BRIDGE AND I ARRANGED NOT TO COME TO NEW YORK UNTIL AFTER YOU HAD GONE,,Je suis allé au Canada avec mon pont et je me suis arrangé pour ne pas venir à New York avant d'être parti,1462-170145-0015 ,1462-170145-0015 Je suis allé au Canada avec mon pont et je me suis arrangé pour ne pas venir à New York avant d'être parti
1462-170145-0016 THEN WHEN YOUR MANAGER ADDED TWO MORE WEEKS I WAS ALREADY COMMITTED,THEN WHEN YOUR MANAGER ADDED TWO MORE WEEKS I WAS ALREADY COMMITTED,,"Ensuite, lorsque votre manager a ajouté deux semaines de plus, j'étais déjà engagé",1462-170145-0016 ,"1462-170145-0016 Ensuite, lorsque votre manager a ajouté deux semaines de plus, j'étais déjà engagé"
1462-170145-0017 I'M GOING TO DO WHAT YOU ASKED ME TO DO WHEN YOU WERE IN LONDON,I'M GOING TO DO WHAT YOU ASKED ME TO DO WHEN YOU WERE IN LONDON,,Je vais faire ce que tu m'as demandé de faire quand tu étais à Londres,1462-170145-0017 ,1462-170145-0017 Je vais faire ce que tu m'as demandé de faire quand tu étais à Londres
1462-170145-0018 ONLY I'LL DO IT MORE COMPLETELY,ONLY I'LL DO IT MORE COMPLETELY,,Seulement je le ferai plus complètement,1462-170145-0018 ,1462-170145-0018 Seulement je le ferai plus complètement
1462-170145-0019 THEN YOU DON'T KNOW WHAT YOU'RE TALKING ABOUT,THEN YOU DON'T KNOW WHAT YOU'RE TALKING ABOUT,,Alors tu ne sais pas de quoi tu parles,1462-170145-0019 ,1462-170145-0019 Alors tu ne sais pas de quoi tu parles
1462-170145-0020 YES I KNOW VERY WELL,YES I KNOW VERY WELL,,Oui je sais très bien,1462-170145-0020 ,1462-170145-0020 Oui je sais très bien
1462-170145-0021 ALEXANDER FLUSHED ANGRILY,ALEXANDER FLUSHED ANGRILY,,Alexander a rincé avec colère,1462-170145-0021 ,1462-170145-0021 Alexander a rincé avec colère
1462-170145-0022 I DON'T KNOW WHAT I OUGHT TO SAY BUT I DON'T BELIEVE YOU'D BE HAPPY TRULY I DON'T AREN'T YOU TRYING TO FRIGHTEN ME,I DON'T KNOW WHAT I OUGHT TO SAY BUT I DON'T BELIEVE YOU'D BE HAPPY TRULY I DON'T AREN'T YOU TRYING TO FRIGHTEN ME,,"Je ne sais pas ce que je devrais dire mais je ne crois pas que tu serais vraiment heureux, je n'essaye pas de me faire peur",1462-170145-0022 ,"1462-170145-0022 Je ne sais pas ce que je devrais dire mais je ne crois pas que tu serais vraiment heureux, je n'essaye pas de me faire peur"
1462-170142-0000 THE LAST TWO DAYS OF THE VOYAGE BARTLEY FOUND ALMOST INTOLERABLE,THE LAST TWO DAYS OF THE VOYAGE BARTLEY FOUND ALMOST INTOLERABLE,,Les deux derniers jours du voyage Bartley ont trouvé presque intolérable,1462-170142-0000 ,1462-170142-0000 Les deux derniers jours du voyage Bartley ont trouvé presque intolérable
1462-170142-0001 EMERGING AT EUSTON AT HALF PAST THREE O'CLOCK IN THE AFTERNOON ALEXANDER HAD HIS LUGGAGE SENT TO THE SAVOY AND DROVE AT ONCE TO BEDFORD SQUARE,EMERGING AT EUSTON AT HALF PAST THREE O'CLOCK IN THE AFTERNOON ALEXANDER HAD HIS LUGGAGE SENT TO THE SAVOY AND DROVE AT ONCE TO BEDFORD SQUARE,,"Émergeant à Euston à trois heures et demie de l'après-midi, Alexander a fait envoyer ses bagages au Savoy et s'est conduit immédiatement à Bedford Square",1462-170142-0001 ,"1462-170142-0001 Émergeant à Euston à trois heures et demie de l'après-midi, Alexander a fait envoyer ses bagages au Savoy et s'est conduit immédiatement à Bedford Square"
